state,date,positive,negative,total,recovered,death,totalTestResults,Location,Governor.Political.Affiliation,State.Senate.Majority.Political.Affiliation,State.House.Majority.Political.Affiliation,State.Attorney.General.Political.Affiliation,State.Insurance.Commissioner.Political.Affiliation,StateClosureStartDate,closed,Region,POPESTIMATE2019,ClosureDateCat
SD,2020-04-18,1542,10118,11661,552,7,11660,South Dakota,Republican,Republican,Republican,Republican,Appointed,2020-03-16,TRUE,North Central,884659,Middle
TN,2020-04-18,6762,83824,90586,3234,145,90586,Tennessee,Republican,Republican,Republican,Appointed,Appointed,2020-03-20,TRUE,South,6829174,Late
TX,2020-04-18,18260,157979,176239,4806,453,176239,Texas,Republican,Republican,Republican,Republican,Appointed,2020-03-23,TRUE,South,28995881,Late
UT,2020-04-18,2931,57013,59944,565,25,59944,Utah,Republican,Republican,Republican,Republican,Appointed,2020-03-16,TRUE,West,3205958,Middle
VA,2020-04-18,8053,43878,52417,1228,258,51931,Virginia,Democrat,Democrat,Democrat,Democrat,Appointed,2020-03-16,TRUE,South,8535519,Middle
VT,2020-04-18,803,11763,12566,15,38,12566,Vermont,Republican,Democrat,Democrat,Democrat,Appointed,2020-03-18,TRUE,Northeast,623989,Late
WA,2020-04-18,11887,140809,152696,NA,598,152696,Washington,Democrat,Democrat,Democrat,Democrat,Democrat,2020-03-17,TRUE,West,7614893,Middle
WI,2020-04-18,4199,43962,48390,NA,211,48161,Wisconsin,Democrat,Republican,Republican,Democrat,Appointed,2020-03-18,TRUE,North Central,5822434,Late
WV,2020-04-18,785,18655,19440,255,16,19440,West Virginia,Republican,Republican,Republican,Republican,Appointed,2020-03-16,TRUE,South,1792147,Middle
WY,2020-04-18,305,6217,6522,206,2,6522,Wyoming,Republican,Republican,Republican,Appointed,Appointed,2020-03-20,TRUE,West,578759,Late
AK,2020-04-17,309,9141,9450,128,9,9450,Alaska,Republican,Republican,Republican,Appointed,Appointed,2020-03-16,TRUE,West,731545,Early
AL,2020-04-17,4530,33318,37848,NA,144,37848,Alabama,Republican,Republican,Republican,Republican,Appointed,2020-03-19,TRUE,South,4903185,Late
AR,2020-04-17,1695,21799,23494,593,37,23494,Arkansas,Republican,Republican,Republican,Republican,Appointed,2020-03-17,TRUE,South,3017804,Middle
AZ,2020-04-17,4507,44723,49230,539,169,49230,Arizona,Republican,Republican,Republican,Republican,Appointed,2020-03-16,TRUE,West,7278717,Early
CA,2020-04-17,27528,224086,258814,NA,985,251614,California,Democrat,Democrat,Democrat,Democrat,Democrat,2020-03-19,TRUE,West,39512223,Late
CO,2020-04-17,8675,33155,41830,NA,374,41830,Colorado,Democrat,Democrat,Democrat,Democrat,Appointed,2020-03-23,TRUE,West,5758736,Late
CT,2020-04-17,16809,38653,55462,NA,1036,55462,Connecticut,Democrat,Democrat,Democrat,Democrat,Appointed,2020-03-17,TRUE,Northeast,3565287,Middle
DE,2020-04-17,2323,11694,14017,423,61,14017,Delaware,Democrat,Democrat,Democrat,Democrat,Democrat,2020-03-16,TRUE,South,973764,Early
FL,2020-04-17,24119,210718,236122,NA,699,234837,Florida,Republican,Republican,Republican,Republican,Appointed,2020-03-16,TRUE,South,21477737,Early
GA,2020-04-17,17194,54490,71684,NA,650,71684,Georgia,Republican,Republican,Republican,Republican,Appointed,2020-03-18,TRUE,South,10617423,Middle
HI,2020-04-17,541,21316,21857,374,9,21857,Hawaii,Democrat,Democrat,Democrat,Appointed,Appointed,2020-03-23,TRUE,West,1415872,Late
IA,2020-04-17,2332,19460,21792,1007,64,21792,Iowa,Republican,Republican,Republican,Democrat,Appointed,2020-03-16,TRUE,North Central,3155070,Early
ID,2020-04-17,1609,14574,16183,390,41,16183,Idaho,Republican,Republican,Republican,Republican,Appointed,2020-03-23,TRUE,West,1787065,Late
IL,2020-04-17,27575,102588,130163,NA,1134,130163,Illinois,Democrat,Democrat,Democrat,Democrat,Appointed,2020-03-17,TRUE,North Central,12671821,Middle
IN,2020-04-17,10154,44631,54785,NA,519,54785,Indiana,Republican,Republican,Republican,Republican,Appointed,2020-03-19,TRUE,North Central,6732219,Late
KS,2020-04-17,1705,15196,16901,NA,84,16901,Kansas,Democrat,Republican,Republican,Republican,Republican,2020-03-18,TRUE,North Central,2913314,Middle
KY,2020-04-17,2429,27318,29747,956,129,29747,Kentucky,Democrat,Republican,Republican,Republican,Appointed,2020-03-16,TRUE,South,4467673,Early
LA,2020-04-17,23118,108869,131987,NA,1213,131987,Louisiana,Democrat,Republican,Republican,Republican,Republican,2020-03-16,TRUE,South,4648794,Early
MA,2020-04-17,35125,117195,152320,NA,1822,152320,Massachusetts,Republican,Democrat,Democrat,Democrat,Appointed,2020-03-17,TRUE,Northeast,6892503,Middle
MD,2020-04-17,11572,50437,62009,736,425,62009,Maryland,Republican,Democrat,Democrat,Democrat,Appointed,2020-03-16,TRUE,South,6045680,Early
ME,2020-04-17,827,14076,14903,352,29,14903,Maine,Democrat,Democrat,Democrat,Appointed,Appointed,2020-04-02,TRUE,Northeast,1344212,Late
MI,2020-04-17,30023,68936,98959,629,2227,98959,Michigan,Democrat,Republican,Republican,Democrat,Appointed,2020-03-16,TRUE,North Central,9986857,Early
MN,2020-04-17,2071,40982,43053,1066,111,43053,Minnesota,Democrat,Republican,Democrat,Democrat,Appointed,2020-03-18,TRUE,North Central,5639632,Middle
MO,2020-04-17,5283,46434,51717,NA,165,51717,Missouri,Republican,Republican,Republican,Appointed,Appointed,2020-03-19,TRUE,North Central,6137428,Late
MS,2020-04-17,3793,34791,38584,NA,140,38584,Mississippi,Republican,Republican,Republican,Democrat,Republican,2020-03-20,TRUE,South,2976149,Late
MT,2020-04-17,422,9822,10244,233,8,10244,Montana,Democrat,Republican,Republican,Republican,Republican,2020-03-16,TRUE,West,1068778,Early
NC,2020-04-17,5859,67122,72981,NA,152,72981,North Carolina,Democrat,Republican,Republican,Democrat,Republican,2020-03-16,TRUE,South,10488084,Early
ND,2020-04-17,439,11903,12342,172,9,12342,North Dakota,Republican,Republican,Republican,Republican,Republican,2020-03-16,TRUE,North Central,762062,Early
NE,2020-04-17,1066,12038,13104,NA,24,13104,Nebraska,Republican,N/A,N/A,Republican,Appointed,2020-03-23,TRUE,North Central,1934408,Late
NH,2020-04-17,1287,11421,12882,455,37,12708,New Hampshire,Republican,Democrat,Democrat,Appointed,Appointed,2020-03-16,TRUE,Northeast,1359711,Early
NJ,2020-04-17,78467,78982,157449,NA,3840,157449,New Jersey,Democrat,Democrat,Democrat,Appointed,Appointed,2020-03-18,TRUE,Northeast,8882190,Middle
NM,2020-04-17,1597,32891,34488,353,44,34488,New Mexico,Democrat,Democrat,Democrat,Democrat,Appointed,2020-03-16,TRUE,West,2096829,Early
NV,2020-04-17,3524,26238,29762,NA,142,29762,Nevada,Democrat,Democrat,Democrat,Democrat,Appointed,2020-03-16,TRUE,West,3080156,Early
NY,2020-04-17,229642,343581,573223,33392,12822,573223,New York,Democrat,Democrat,Democrat,Democrat,Appointed,2020-03-18,TRUE,Northeast,19453561,Middle
OH,2020-04-17,8858,68819,77677,NA,418,77677,Ohio,Republican,Republican,Republican,Republican,Appointed,2020-03-17,TRUE,North Central,11689100,Middle
OK,2020-04-17,2465,31155,33620,1331,136,33620,Oklahoma,Republican,Republican,Republican,Republican,Republican,2020-03-17,TRUE,South,3956971,Middle
OR,2020-04-17,1785,34536,36321,NA,70,36321,Oregon,Democrat,Democrat,Democrat,Democrat,Appointed,2020-03-16,TRUE,West,4217737,Early
PA,2020-04-17,29441,117932,147373,NA,756,147373,Pennsylvania,Democrat,Republican,Republican,Democrat,Appointed,2020-03-16,TRUE,Northeast,12801989,Early
RI,2020-04-17,4177,26584,30761,196,118,30761,Rhode Island,Democrat,Democrat,Democrat,Democrat,Appointed,2020-03-23,TRUE,Northeast,1059361,Late
SC,2020-04-17,3931,32353,36284,NA,109,36284,South Carolina,Republican,Republican,Republican,Republican,Appointed,2020-03-16,TRUE,South,5148714,Middle
SD,2020-04-17,1411,9651,11062,457,7,11062,South Dakota,Republican,Republican,Republican,Republican,Appointed,2020-03-16,TRUE,North Central,884659,Middle
TN,2020-04-17,6589,80684,87273,3017,142,87273,Tennessee,Republican,Republican,Republican,Appointed,Appointed,2020-03-20,TRUE,South,6829174,Late
TX,2020-04-17,17371,152165,169536,4190,428,169536,Texas,Republican,Republican,Republican,Republican,Appointed,2020-03-23,TRUE,South,28995881,Late
UT,2020-04-17,2805,52966,55771,443,23,55771,Utah,Republican,Republican,Republican,Republican,Appointed,2020-03-16,TRUE,West,3205958,Middle
VA,2020-04-17,7491,41506,49496,1110,231,48997,Virginia,Democrat,Democrat,Democrat,Democrat,Appointed,2020-03-16,TRUE,South,8535519,Middle
VT,2020-04-17,779,11337,12116,15,35,12116,Vermont,Republican,Democrat,Democrat,Democrat,Appointed,2020-03-18,TRUE,Northeast,623989,Late
WA,2020-04-17,11673,138771,150444,NA,585,150444,Washington,Democrat,Democrat,Democrat,Democrat,Democrat,2020-03-17,TRUE,West,7614893,Middle
WI,2020-04-17,4045,42365,46608,NA,205,46410,Wisconsin,Democrat,Republican,Republican,Democrat,Appointed,2020-03-18,TRUE,North Central,5822434,Late
WV,2020-04-17,754,17927,18681,223,13,18681,West Virginia,Republican,Republican,Republican,Republican,Appointed,2020-03-16,TRUE,South,1792147,Middle
WY,2020-04-17,296,6131,6427,148,2,6427,Wyoming,Republican,Republican,Republican,Appointed,Appointed,2020-03-20,TRUE,West,578759,Late
AK,2020-04-16,300,8435,8735,110,9,8735,Alaska,Republican,Republican,Republican,Appointed,Appointed,2020-03-16,TRUE,West,731545,Early
AL,2020-04-16,4345,32046,36391,NA,133,36391,Alabama,Republican,Republican,Republican,Republican,Appointed,2020-03-19,TRUE,South,4903185,Late
AR,2020-04-16,1620,21055,22675,548,37,22675,Arkansas,Republican,Republican,Republican,Republican,Appointed,2020-03-17,TRUE,South,3017804,Middle
AZ,2020-04-16,4234,43164,47398,460,150,47398,Arizona,Republican,Republican,Republican,Republican,Appointed,2020-03-16,TRUE,West,7278717,Early
CA,2020-04-16,26182,220218,259600,NA,890,246400,California,Democrat,Democrat,Democrat,Democrat,Democrat,2020-03-19,TRUE,West,39512223,Late
CO,2020-04-16,8280,32253,40533,NA,357,40533,Colorado,Democrat,Democrat,Democrat,Democrat,Appointed,2020-03-23,TRUE,West,5758736,Late
CT,2020-04-16,15884,37238,53122,NA,971,53122,Connecticut,Democrat,Democrat,Democrat,Democrat,Appointed,2020-03-17,TRUE,Northeast,3565287,Middle
DE,2020-04-16,2075,11275,13350,378,52,13350,Delaware,Democrat,Democrat,Democrat,Democrat,Democrat,2020-03-16,TRUE,South,973764,Early
FL,2020-04-16,22897,196351,220573,NA,646,219248,Florida,Republican,Republican,Republican,Republican,Appointed,2020-03-16,TRUE,South,21477737,Early
GA,2020-04-16,15669,52270,67939,NA,587,67939,Georgia,Republican,Republican,Republican,Republican,Appointed,2020-03-18,TRUE,South,10617423,Middle
HI,2020-04-16,530,20170,20700,359,9,20700,Hawaii,Democrat,Democrat,Democrat,Appointed,Appointed,2020-03-23,TRUE,West,1415872,Late
IA,2020-04-16,2141,18534,20675,987,60,20675,Iowa,Republican,Republican,Republican,Democrat,Appointed,2020-03-16,TRUE,North Central,3155070,Early
ID,2020-04-16,1587,14244,15831,NA,41,15831,Idaho,Republican,Republican,Republican,Republican,Appointed,2020-03-23,TRUE,West,1787065,Late
IL,2020-04-16,25733,96856,122589,NA,1072,122589,Illinois,Democrat,Democrat,Democrat,Democrat,Appointed,2020-03-17,TRUE,North Central,12671821,Middle
IN,2020-04-16,9542,41573,51115,NA,477,51115,Indiana,Republican,Republican,Republican,Republican,Appointed,2020-03-19,TRUE,North Central,6732219,Late
KS,2020-04-16,1588,14534,16122,NA,80,16122,Kansas,Democrat,Republican,Republican,Republican,Republican,2020-03-18,TRUE,North Central,2913314,Middle
KY,2020-04-16,2291,26033,28324,862,122,28324,Kentucky,Democrat,Republican,Republican,Republican,Appointed,2020-03-16,TRUE,South,4467673,Early
LA,2020-04-16,22532,104054,126586,NA,1156,126586,Louisiana,Democrat,Republican,Republican,Republican,Republican,2020-03-16,TRUE,South,4648794,Early
MA,2020-04-16,32492,110098,142590,NA,1667,142590,Massachusetts,Republican,Democrat,Democrat,Democrat,Appointed,2020-03-17,TRUE,Northeast,6892503,Middle
MD,2020-04-16,10784,48059,58843,736,392,58843,Maryland,Republican,Democrat,Democrat,Democrat,Appointed,2020-03-16,TRUE,South,6045680,Early
ME,2020-04-16,796,14076,14872,333,27,14872,Maine,Democrat,Democrat,Democrat,Appointed,Appointed,2020-04-02,TRUE,Northeast,1344212,Late
MI,2020-04-16,29263,65023,94286,617,2093,94286,Michigan,Democrat,Republican,Republican,Democrat,Appointed,2020-03-16,TRUE,North Central,9986857,Early
MN,2020-04-16,1912,39763,41675,1020,94,41675,Minnesota,Democrat,Republican,Democrat,Democrat,Appointed,2020-03-18,TRUE,North Central,5639632,Middle
MO,2020-04-16,5111,45537,50648,NA,152,50648,Missouri,Republican,Republican,Republican,Appointed,Appointed,2020-03-19,TRUE,North Central,6137428,Late
MS,2020-04-16,3624,34791,38415,NA,129,38415,Mississippi,Republican,Republican,Republican,Democrat,Republican,2020-03-20,TRUE,South,2976149,Late
MT,2020-04-16,415,9521,9936,218,7,9936,Montana,Democrat,Republican,Republican,Republican,Republican,2020-03-16,TRUE,West,1068778,Early
NC,2020-04-16,5465,65452,70917,NA,131,70917,North Carolina,Democrat,Republican,Republican,Democrat,Republican,2020-03-16,TRUE,South,10488084,Early
ND,2020-04-16,393,11311,11704,163,9,11704,North Dakota,Republican,Republican,Republican,Republican,Republican,2020-03-16,TRUE,North Central,762062,Early
NE,2020-04-16,952,11342,12294,NA,21,12294,Nebraska,Republican,N/A,N/A,Republican,Appointed,2020-03-23,TRUE,North Central,1934408,Late
NH,2020-04-16,1139,11027,12287,365,32,12166,New Hampshire,Republican,Democrat,Democrat,Appointed,Appointed,2020-03-16,TRUE,Northeast,1359711,Early
NJ,2020-04-16,75317,76513,151830,NA,3518,151830,New Jersey,Democrat,Democrat,Democrat,Appointed,Appointed,2020-03-18,TRUE,Northeast,8882190,Middle
NM,2020-04-16,1484,31910,33394,353,36,33394,New Mexico,Democrat,Democrat,Democrat,Democrat,Appointed,2020-03-16,TRUE,West,2096829,Early
NV,2020-04-16,3321,25130,28451,NA,137,28451,Nevada,Democrat,Democrat,Democrat,Democrat,Appointed,2020-03-16,TRUE,West,3080156,Early
NY,2020-04-16,222284,328295,550579,30800,12192,550579,New York,Democrat,Democrat,Democrat,Democrat,Appointed,2020-03-18,TRUE,Northeast,19453561,Middle
OH,2020-04-16,8414,66426,74840,NA,389,74840,Ohio,Republican,Republican,Republican,Republican,Appointed,2020-03-17,TRUE,North Central,11689100,Middle
OK,2020-04-16,2357,28542,30899,1240,131,30899,Oklahoma,Republican,Republican,Republican,Republican,Republican,2020-03-17,TRUE,South,3956971,Middle
OR,2020-04-16,1736,33202,34938,NA,64,34938,Oregon,Democrat,Democrat,Democrat,Democrat,Appointed,2020-03-16,TRUE,West,4217737,Early
PA,2020-04-16,27735,113735,141470,NA,707,141470,Pennsylvania,Democrat,Republican,Republican,Democrat,Appointed,2020-03-16,TRUE,Northeast,12801989,Early
RI,2020-04-16,3838,24226,28064,182,105,28064,Rhode Island,Democrat,Democrat,Democrat,Democrat,Appointed,2020-03-23,TRUE,Northeast,1059361,Late
SC,2020-04-16,3656,31077,34733,NA,107,34733,South Carolina,Republican,Republican,Republican,Republican,Appointed,2020-03-16,TRUE,South,5148714,Middle
SD,2020-04-16,1311,9239,10552,373,7,10550,South Dakota,Republican,Republican,Republican,Republican,Appointed,2020-03-16,TRUE,North Central,884659,Middle
TN,2020-04-16,6262,78787,85049,2786,141,85049,Tennessee,Republican,Republican,Republican,Appointed,Appointed,2020-03-20,TRUE,South,6829174,Late
TX,2020-04-16,16455,142092,158547,3677,393,158547,Texas,Republican,Republican,Republican,Republican,Appointed,2020-03-23,TRUE,South,28995881,Late
UT,2020-04-16,2683,46995,49678,357,21,49678,Utah,Republican,Republican,Republican,Republican,Appointed,2020-03-16,TRUE,West,3205958,Middle
VA,2020-04-16,6889,39555,46981,951,208,46444,Virginia,Democrat,Democrat,Democrat,Democrat,Appointed,2020-03-16,TRUE,South,8535519,Middle
VT,2020-04-16,768,10739,11507,15,35,11507,Vermont,Republican,Democrat,Democrat,Democrat,Appointed,2020-03-18,TRUE,Northeast,623989,Late
WA,2020-04-16,11343,134751,146094,NA,571,146094,Washington,Democrat,Democrat,Democrat,Democrat,Democrat,2020-03-17,TRUE,West,7614893,Middle
WI,2020-04-16,3875,40974,45067,NA,197,44849,Wisconsin,Democrat,Republican,Republican,Democrat,Appointed,2020-03-18,TRUE,North Central,5822434,Late
WV,2020-04-16,739,17567,18306,223,13,18306,West Virginia,Republican,Republican,Republican,Republican,Appointed,2020-03-16,TRUE,South,1792147,Middle
WY,2020-04-16,296,6131,6427,148,2,6427,Wyoming,Republican,Republican,Republican,Appointed,Appointed,2020-03-20,TRUE,West,578759,Late
AK,2020-04-15,293,8371,8664,106,9,8664,Alaska,Republican,Republican,Republican,Appointed,Appointed,2020-03-16,TRUE,West,731545,Early
AL,2020-04-15,4113,29964,34077,NA,121,34077,Alabama,Republican,Republican,Republican,Republican,Appointed,2020-03-19,TRUE,South,4903185,Late
AR,2020-04-15,1569,20265,21834,489,33,21834,Arkansas,Republican,Republican,Republican,Republican,Appointed,2020-03-17,TRUE,South,3017804,Middle
AZ,2020-04-15,3962,41348,45310,385,142,45310,Arizona,Republican,Republican,Republican,Republican,Appointed,2020-03-16,TRUE,West,7278717,Early
CA,2020-04-15,24424,192062,229686,NA,821,216486,California,Democrat,Democrat,Democrat,Democrat,Democrat,2020-03-19,TRUE,West,39512223,Late
CO,2020-04-15,7941,31639,39580,NA,329,39580,Colorado,Democrat,Democrat,Democrat,Democrat,Appointed,2020-03-23,TRUE,West,5758736,Late
CT,2020-04-15,14755,35388,50143,NA,868,50143,Connecticut,Democrat,Democrat,Democrat,Democrat,Appointed,2020-03-17,TRUE,Northeast,3565287,Middle
DE,2020-04-15,2014,11088,13102,354,46,13102,Delaware,Democrat,Democrat,Democrat,Democrat,Democrat,2020-03-16,TRUE,South,973764,Early
FL,2020-04-15,22511,190998,214844,NA,609,213509,Florida,Republican,Republican,Republican,Republican,Appointed,2020-03-16,TRUE,South,21477737,Early
GA,2020-04-15,14987,49103,64090,NA,552,64090,Georgia,Republican,Republican,Republican,Republican,Appointed,2020-03-18,TRUE,South,10617423,Middle
HI,2020-04-15,517,19286,19803,333,9,19803,Hawaii,Democrat,Democrat,Democrat,Appointed,Appointed,2020-03-23,TRUE,West,1415872,Late
IA,2020-04-15,1995,17874,19869,908,53,19869,Iowa,Republican,Republican,Republican,Democrat,Appointed,2020-03-16,TRUE,North Central,3155070,Early
ID,2020-04-15,1464,13934,15398,NA,39,15398,Idaho,Republican,Republican,Republican,Republican,Appointed,2020-03-23,TRUE,West,1787065,Late
IL,2020-04-15,24593,92336,116929,NA,948,116929,Illinois,Democrat,Democrat,Democrat,Democrat,Appointed,2020-03-17,TRUE,North Central,12671821,Middle
IN,2020-04-15,8955,39441,48396,NA,436,48396,Indiana,Republican,Republican,Republican,Republican,Appointed,2020-03-19,TRUE,North Central,6732219,Late
KS,2020-04-15,1494,13174,14668,NA,76,14668,Kansas,Democrat,Republican,Republican,Republican,Republican,2020-03-18,TRUE,North Central,2913314,Middle
KY,2020-04-15,2210,25487,27697,653,115,27697,Kentucky,Democrat,Republican,Republican,Republican,Appointed,2020-03-16,TRUE,South,4467673,Early
LA,2020-04-15,21951,99977,121928,NA,1103,121928,Louisiana,Democrat,Republican,Republican,Republican,Republican,2020-03-16,TRUE,South,4648794,Early
MA,2020-04-15,29970,102790,132760,NA,1502,132760,Massachusetts,Republican,Democrat,Democrat,Democrat,Appointed,2020-03-17,TRUE,Northeast,6892503,Middle
MD,2020-04-15,10032,45731,55763,607,349,55763,Maryland,Republican,Democrat,Democrat,Democrat,Appointed,2020-03-16,TRUE,South,6045680,Early
ME,2020-04-15,770,14076,14846,305,24,14846,Maine,Democrat,Democrat,Democrat,Appointed,Appointed,2020-04-02,TRUE,Northeast,1344212,Late
MI,2020-04-15,28059,61638,89697,452,1921,89697,Michigan,Democrat,Republican,Republican,Democrat,Appointed,2020-03-16,TRUE,North Central,9986857,Early
MN,2020-04-15,1809,38433,40242,940,87,40242,Minnesota,Democrat,Republican,Democrat,Democrat,Appointed,2020-03-18,TRUE,North Central,5639632,Middle
MO,2020-04-15,4895,44117,49012,NA,147,49012,Missouri,Republican,Republican,Republican,Appointed,Appointed,2020-03-19,TRUE,North Central,6137428,Late
MS,2020-04-15,3360,34791,38151,NA,122,38151,Mississippi,Republican,Republican,Republican,Democrat,Republican,2020-03-20,TRUE,South,2976149,Late
MT,2020-04-15,404,9179,9583,209,7,9583,Montana,Democrat,Republican,Republican,Republican,Republican,2020-03-16,TRUE,West,1068778,Early
