state,date,positive,negative,pending,hospitalizedCurrently,hospitalizedCumulative,inIcuCurrently,inIcuCumulative,onVentilatorCurrently,onVentilatorCumulative,recovered,hash,dateChecked,death,hospitalized,total,totalTestResults,posNeg,fips,deathIncrease,hospitalizedIncrease,negativeIncrease,positiveIncrease,totalTestResultsIncrease,StateClosureStartDate,ClosureDateCat,Location,Governor.Political.Affiliation,State.Senate.Majority.Political.Affiliation,State.House.Majority.Political.Affiliation,State.Attorney.General.Political.Affiliation,State.Insurance.Commissioner.Political.Affiliation,closed,Region,POPESTIMATE2019,date_diff,percent_positive,positive_percent_change,percent_positive_percent_change,total_tests_percent_cange,hospitalized_percent_change,death_percent_change
VT,2020-03-13,2,142,NA,NA,NA,NA,NA,NA,NA,NA,a02dcfb55e5f9ed028f6328c61b41408533038c1,2020-03-13T20:00:00Z,NA,NA,144,144,144,50,0,0,45,0,45,2020-03-18,Late,Vermont,Republican,Democrat,Democrat,Democrat,Appointed,FALSE,Northeast,623989,-5,0.013888888888888888,0,-0.31249999450000004,0.45454545454545453,NA,NA
WA,2020-03-13,702,14598,NA,NA,NA,NA,NA,NA,NA,NA,da223308e5f985db2f620d6fff892100b27ad346,2020-03-13T20:00:00Z,47,NA,15300,15300,15300,53,3,0,4027,151,4178,2020-03-17,Middle,Washington,Democrat,Democrat,Democrat,Democrat,Democrat,FALSE,West,7614893,-4,0.04588235294117647,0.27404718693284935,-0.07385929207622505,0.3756518611760475,NA,0.06818181818181818
WI,2020-03-13,19,169,NA,NA,NA,NA,NA,NA,NA,NA,3936ef13cd65e7b15ac22d0d981357b9f6dcce8d,2020-03-13T20:00:00Z,NA,NA,188,188,188,55,0,0,85,11,96,2020-03-18,Late,Wisconsin,Democrat,Republican,Republican,Democrat,Appointed,FALSE,North Central,5822434,-5,0.10106382978723404,1.375,0.16223404499999997,1.0434782608695652,NA,NA
WV,2020-03-13,0,17,4,NA,NA,NA,NA,NA,NA,NA,10eb8c5e07049f2c299d03ef30ceb60a49142335,2020-03-13T20:00:00Z,NA,NA,21,17,17,54,0,0,10,0,10,2020-03-16,Middle,West Virginia,Republican,Republican,Republican,Republican,Appointed,FALSE,South,1792147,-3,0,NaN,NaN,1.625,NA,NA
WY,2020-03-13,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,610cc4a0b9c9015f6214bfe928f0acf116f8b75c,2020-03-13T20:00:00Z,NA,NA,1,1,1,56,0,0,0,0,0,2020-03-20,Late,Wyoming,Republican,Republican,Republican,Appointed,Appointed,FALSE,West,578759,-7,1,0,0,0,NA,NA
AK,2020-03-12,0,46,14,NA,NA,NA,NA,NA,NA,NA,89cc53e36928b9f7a247981e3f6540630bbf521e,2020-03-12T20:00:00Z,0,NA,60,46,46,02,0,0,0,0,0,2020-03-16,Early,Alaska,Republican,Republican,Republican,Appointed,Appointed,FALSE,West,731545,-4,0,NaN,NaN,0,NA,NaN
AL,2020-03-12,0,10,NA,NA,NA,NA,NA,NA,NA,NA,34204c36040e342af491e5329aca50e88f2cbaba,2020-03-12T20:00:00Z,NA,NA,10,10,10,01,0,0,0,0,0,2020-03-19,Late,Alabama,Republican,Republican,Republican,Republican,Appointed,FALSE,South,4903185,-7,0,NaN,NaN,0,NA,NA
AR,2020-03-12,6,24,20,NA,NA,NA,NA,NA,NA,NA,fe5ece5453dac3d08b87f1ab7a10e00bf7cfdfc9,2020-03-12T20:00:00Z,NA,NA,50,30,30,05,0,0,12,6,18,2020-03-17,Middle,Arkansas,Republican,Republican,Republican,Republican,Appointed,FALSE,South,3017804,-5,0.12,Inf,Inf,0.9230769230769231,NA,NA
AZ,2020-03-12,9,82,24,NA,NA,NA,NA,NA,NA,NA,542a30820399e2d4ec7a2787e6760577326f402d,2020-03-12T20:00:00Z,NA,NA,115,91,91,04,0,0,23,0,23,2020-03-16,Early,Arizona,Republican,Republican,Republican,Republican,Appointed,FALSE,West,7278717,-4,0.0782608695652174,0,-0.1304347777777778,0.15,NA,NA
CA,2020-03-12,202,916,NA,NA,NA,NA,NA,NA,NA,NA,8dd3541eb41a6171cc6bbf05632f8d9bb4570490,2020-03-12T20:00:00Z,4,NA,1118,1118,1118,06,4,0,0,45,45,2020-03-19,Late,California,Democrat,Democrat,Democrat,Democrat,Democrat,FALSE,West,39512223,-7,0.1806797853309481,0.28662420382165604,0.23483700194267523,0.04193849021435228,NA,NA
CO,2020-03-12,45,298,NA,NA,NA,NA,NA,NA,NA,NA,fef01602b9d42355347ffd39fc33776f6d251c7e,2020-03-12T20:00:00Z,NA,NA,343,343,343,08,0,0,47,17,64,2020-03-23,Late,Colorado,Democrat,Democrat,Democrat,Democrat,Appointed,FALSE,West,5758736,-11,0.13119533527696792,0.6071428571428571,0.3072678023214285,0.22939068100358423,NA,NA
CT,2020-03-12,6,89,NA,NA,NA,NA,NA,NA,NA,NA,438f9707c60dbf6c5042c0686dfa479170d3471a,2020-03-12T20:00:00Z,NA,NA,95,95,95,09,0,0,18,3,21,2020-03-17,Middle,Connecticut,Democrat,Democrat,Democrat,Democrat,Appointed,FALSE,Northeast,3565287,-5,0.06315789473684211,1,0.5578947433333333,0.28378378378378377,NA,NA
DE,2020-03-12,4,23,14,NA,NA,NA,NA,NA,NA,NA,0cfca14a0bd4e74cc01ef2a9030f65643237496d,2020-03-12T20:00:00Z,NA,NA,41,27,27,10,0,0,6,3,9,2020-03-16,Early,Delaware,Democrat,Democrat,Democrat,Democrat,Democrat,FALSE,South,973764,-4,0.0975609756097561,3,0.9512195199999998,1.05,NA,NA
FL,2020-03-12,32,301,147,NA,NA,NA,NA,NA,NA,NA,e30f5e735d56d705f8ed9768797ed07fc2d8173a,2020-03-12T20:00:00Z,2,NA,480,333,333,12,0,0,0,4,4,2020-03-16,Early,Florida,Republican,Republican,Republican,Republican,Appointed,FALSE,South,21477737,-4,0.06666666666666667,0.14285714285714285,0.133333339,0.008403361344537815,NA,0
GA,2020-03-12,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,b54e3a842da88ee7e2685e1625d6b47466982662,2020-03-12T20:00:00Z,NA,NA,31,31,31,13,0,0,0,9,9,2020-03-18,Middle,Georgia,Republican,Republican,Republican,Republican,Appointed,FALSE,South,10617423,-6,1,0.4090909090909091,0,0.4090909090909091,NA,NA
HI,2020-03-12,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,448f4f6242f8f4d56b53911f8f41f857fea624ad,2020-03-12T20:00:00Z,NA,NA,2,2,2,15,0,0,0,0,0,2020-03-23,Late,Hawaii,Democrat,Democrat,Democrat,Appointed,Appointed,FALSE,West,1415872,-11,1,0,0,0,NA,NA
IA,2020-03-12,14,67,24,NA,NA,NA,NA,NA,NA,NA,c66bca36e23ed4238801da6edce433a068219c83,2020-03-12T20:00:00Z,NA,NA,105,81,81,19,0,0,21,1,22,2020-03-16,Early,Iowa,Republican,Republican,Republican,Democrat,Appointed,FALSE,North Central,3155070,-4,0.13333333333333333,0.07692307692307693,-0.11794872015384611,0.22093023255813954,NA,NA
ID,2020-03-12,0,93,NA,NA,NA,NA,NA,NA,NA,NA,ea688b0e32219776fd27b38e03bee45e42111379,2020-03-12T20:00:00Z,NA,NA,93,93,93,16,0,0,26,0,26,2020-03-23,Late,Idaho,Republican,Republican,Republican,Republican,Appointed,FALSE,West,1787065,-11,0,NaN,NaN,0.3880597014925373,NA,NA
IL,2020-03-12,25,266,76,NA,NA,NA,NA,NA,NA,NA,f521fa0222b25b297e082e1285cb6efc89a5b552,2020-03-12T20:00:00Z,NA,NA,367,291,291,17,0,0,22,6,28,2020-03-17,Middle,Illinois,Democrat,Democrat,Democrat,Democrat,Appointed,FALSE,North Central,12671821,-5,0.0681198910081744,0.3157894736842105,0.16879391926315798,0.12576687116564417,NA,NA
IN,2020-03-12,12,52,NA,NA,NA,NA,NA,NA,NA,NA,dcfcf297a028962a948869e94197bbe14be0bd93,2020-03-12T20:00:00Z,NA,NA,64,64,64,18,0,0,19,2,21,2020-03-19,Late,Indiana,Republican,Republican,Republican,Republican,Appointed,FALSE,North Central,6732219,-7,0.1875,0.2,-0.19374999999999998,0.4883720930232558,NA,NA
KS,2020-03-12,4,41,NA,NA,NA,NA,NA,NA,NA,NA,332ee3bb9b5f431704d8cd139631096cf6e7551b,2020-03-12T20:00:00Z,NA,NA,45,45,45,20,0,0,0,3,3,2020-03-18,Middle,Kansas,Democrat,Republican,Republican,Republican,Republican,FALSE,North Central,2913314,-6,0.08888888888888889,3,2.733333338,0.07142857142857142,NA,NA
KY,2020-03-12,8,56,NA,NA,NA,NA,NA,NA,NA,NA,cebe01b90cd5896a2bdea84cba4ee4b563f24ee9,2020-03-12T20:00:00Z,NA,NA,64,64,64,21,0,0,10,0,10,2020-03-16,Early,Kentucky,Democrat,Republican,Republican,Republican,Appointed,FALSE,South,4467673,-4,0.125,0,-0.15624999999999994,0.18518518518518517,NA,NA
LA,2020-03-12,14,37,NA,NA,NA,NA,NA,NA,NA,NA,90d5fc83d9f4c831c653f38b96e49251057d9cb7,2020-03-12T20:00:00Z,NA,NA,51,51,51,22,0,0,0,8,8,2020-03-16,Early,Louisiana,Democrat,Republican,Republican,Republican,Republican,FALSE,South,4648794,-4,0.27450980392156865,1.3333333333333333,0.9673202620000002,0.18604651162790697,NA,NA
MA,2020-03-12,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,cb45ec4c3465b258b1a1976578cdb272119f90e8,2020-03-12T20:00:00Z,NA,NA,8,8,8,25,NA,NA,NA,NA,NA,2020-03-17,Middle,Massachusetts,Republican,Democrat,Democrat,Democrat,Appointed,FALSE,Northeast,6892503,-5,1,NA,NA,NA,NA,NA
MD,2020-03-12,12,94,NA,NA,NA,NA,NA,NA,NA,NA,08b84f6b613a011507c9190271ec545191ee68bb,2020-03-12T20:00:00Z,NA,NA,106,106,106,24,0,0,0,3,3,2020-03-16,Early,Maryland,Republican,Democrat,Democrat,Democrat,Appointed,FALSE,South,6045680,-4,0.11320754716981132,0.3333333333333333,0.29559748233333333,0.02912621359223301,NA,NA
ME,2020-03-12,1,65,20,NA,NA,NA,NA,NA,NA,NA,b39c56076bac0a4ddd2e88d3f04d0c785d75732d,2020-03-12T20:00:00Z,NA,NA,86,66,66,23,0,0,23,1,24,2020-04-02,Late,Maine,Democrat,Democrat,Democrat,Appointed,Appointed,FALSE,Northeast,1344212,-21,0.011627906976744186,Inf,Inf,0.8297872340425532,NA,NA
MI,2020-03-12,702,91,27,NA,NA,NA,NA,NA,NA,NA,74155341404d09da59405465245832fca16f954b,2020-03-12T20:00:00Z,NA,NA,820,793,793,26,0,0,34,205,239,2020-03-16,Early,Michigan,Democrat,Republican,Republican,Democrat,Appointed,FALSE,North Central,9986857,-4,0.8560975609756097,0.4124748490945674,-0.014712666213279638,0.43356643356643354,NA,NA
MN,2020-03-12,9,307,NA,NA,NA,NA,NA,NA,NA,NA,523bdda158c8db3de757d18a38756ffe1ce9b21b,2020-03-12T20:00:00Z,NA,NA,316,316,316,27,0,0,90,4,94,2020-03-18,Middle,Minnesota,Democrat,Republican,Democrat,Democrat,Appointed,FALSE,North Central,5639632,-6,0.028481012658227847,0.8,0.26455697720000004,0.42342342342342343,NA,NA
MO,2020-03-12,1,64,NA,NA,NA,NA,NA,NA,NA,NA,5b415b8bf401db354d5f6a778e699e7eb170976d,2020-03-12T20:00:00Z,NA,NA,65,65,65,29,0,0,64,0,64,2020-03-19,Late,Missouri,Republican,Republican,Republican,Appointed,Appointed,FALSE,North Central,6137428,-7,0.015384615384615385,0,-0.984615385,64,NA,NA
MS,2020-03-12,1,41,NA,NA,NA,NA,NA,NA,NA,NA,6aad8ec86cdaa93329eeda6aa46670dd6ca609b1,2020-03-12T20:00:00Z,NA,NA,42,42,42,28,0,0,21,1,22,2020-03-20,Late,Mississippi,Republican,Republican,Republican,Democrat,Republican,FALSE,South,2976149,-8,0.023809523809523808,Inf,Inf,1.1,NA,NA
MT,2020-03-12,1,34,NA,NA,NA,NA,NA,NA,NA,NA,4b8bef9b3d9fa1079cbd7be5288076fb401598c1,2020-03-12T20:00:00Z,NA,NA,35,35,35,30,0,0,13,1,14,2020-03-16,Early,Montana,Democrat,Republican,Republican,Republican,Republican,FALSE,West,1068778,-4,0.02857142857142857,Inf,Inf,0.6666666666666666,NA,NA
NC,2020-03-12,12,60,NA,NA,NA,NA,NA,NA,NA,NA,7442624a12322777c7110f0101d61d097da12ade,2020-03-12T20:00:00Z,NA,NA,72,72,72,37,0,0,60,5,65,2020-03-16,Early,North Carolina,Democrat,Republican,Republican,Democrat,Republican,FALSE,South,10488084,-4,0.16666666666666666,0.7142857142857143,-0.833333333,9.285714285714286,NA,NA
ND,2020-03-12,1,12,14,NA,NA,NA,NA,NA,NA,NA,101ef2bb022ea0209aaa020d3e2852b8964d9134,2020-03-12T20:00:00Z,NA,NA,27,13,13,38,0,0,5,1,6,2020-03-16,Early,North Dakota,Republican,Republican,Republican,Republican,Republican,FALSE,North Central,762062,-4,0.037037037037037035,Inf,Inf,1.0769230769230769,NA,NA
NE,2020-03-12,10,80,33,NA,NA,NA,NA,NA,NA,NA,a4238a2a6795e1cd4e971a336c36e526d59e25d7,2020-03-12T20:00:00Z,NA,NA,123,90,90,31,0,0,33,5,38,2020-03-23,Late,Nebraska,Republican,N/A,N/A,Republican,Appointed,FALSE,North Central,1934408,-11,0.08130081300813008,1,0.10569105679999996,0.8088235294117647,NA,NA
NH,2020-03-12,6,94,21,NA,NA,NA,NA,NA,NA,NA,7e575bc7e2ffdb783ca744e42ac10956980b5aba,2020-03-12T20:00:00Z,NA,NA,121,100,100,33,0,0,56,2,58,2020-03-16,Early,New Hampshire,Republican,Democrat,Democrat,Appointed,Appointed,FALSE,Northeast,1359711,-4,0.049586776859504134,0.5,-0.41735537025,1.574468085106383,NA,NA
NJ,2020-03-12,30,74,20,NA,NA,NA,NA,NA,NA,NA,5f40e6cdda7648d658eedd3a5e5bf0f027c9b374,2020-03-12T20:00:00Z,1,NA,124,104,104,34,0,0,17,6,23,2020-03-18,Middle,New Jersey,Democrat,Democrat,Democrat,Appointed,Appointed,FALSE,Northeast,8882190,-6,0.24193548387096775,0.25,0.018145161833333406,0.22772277227722773,NA,0
NM,2020-03-12,5,155,NA,NA,NA,NA,NA,NA,NA,NA,d358c1f38d0d81a3f4719e9a593a533ccee69a30,2020-03-12T20:00:00Z,NA,NA,160,160,160,35,0,0,68,2,70,2020-03-16,Early,New Mexico,Democrat,Democrat,Democrat,Democrat,Appointed,FALSE,West,2096829,-4,0.03125,0.6666666666666666,-0.062499999999999986,0.7777777777777778,NA,NA
NV,2020-03-12,7,168,NA,NA,NA,NA,NA,NA,NA,NA,8328b62027a10326d300d9fbe07f651846ae2f52,2020-03-12T20:00:00Z,NA,NA,175,175,175,32,0,0,0,2,2,2020-03-16,Early,Nevada,Democrat,Democrat,Democrat,Democrat,Appointed,FALSE,West,3080156,-4,0.04,0.4,0.38400000000000006,0.011560693641618497,NA,NA
NY,2020-03-12,216,92,NA,NA,NA,NA,NA,NA,NA,NA,78ea2217b81c0eba25ec04b1196199ad81793ead,2020-03-12T20:00:00Z,NA,NA,308,308,308,36,0,0,0,0,0,2020-03-18,Middle,New York,Democrat,Democrat,Democrat,Democrat,Appointed,FALSE,Northeast,19453561,-6,0.7012987012987013,0,-4.259259077120124e-10,0,NA,NA
OH,2020-03-12,5,30,52,NA,NA,NA,NA,NA,NA,NA,e53fb02834680a20508e2d3bf535470016d3407a,2020-03-12T20:00:00Z,NA,NA,87,35,35,39,0,0,9,1,10,2020-03-17,Middle,Ohio,Republican,Republican,Republican,Republican,Appointed,FALSE,North Central,11689100,-5,0.05747126436781609,0.25,-0.2959770159999999,0.7755102040816326,NA,NA
OK,2020-03-12,3,36,4,NA,NA,NA,NA,NA,NA,NA,0695ce1aed2deb9062e4a75ce05c7d5fbb2b3975,2020-03-12T20:00:00Z,NA,NA,43,39,39,40,0,0,21,1,22,2020-03-17,Middle,Oklahoma,Republican,Republican,Republican,Republican,Republican,FALSE,South,3956971,-5,0.06976744186046512,0.5,-0.02325581199999996,0.5357142857142857,NA,NA
OR,2020-03-12,19,286,62,NA,NA,NA,NA,NA,NA,NA,842079fddc7a5740cd7252af4ef8f126bb9784d9,2020-03-12T20:00:00Z,NA,NA,367,305,305,41,0,0,0,0,0,2020-03-16,Early,Oregon,Democrat,Democrat,Democrat,Democrat,Appointed,FALSE,West,4217737,-4,0.051771117166212535,0,-3.210526368515131e-9,0,NA,NA
PA,2020-03-12,22,116,81,NA,NA,NA,NA,NA,NA,NA,bb985e06b75f251244341704b20d6b0c3daa27c1,2020-03-12T20:00:00Z,NA,NA,219,138,138,42,0,0,28,6,34,2020-03-16,Early,Pennsylvania,Democrat,Republican,Republican,Democrat,Appointed,FALSE,Northeast,12801989,-4,0.1004566210045662,0.375,-0.007990867625000024,0.3860759493670886,NA,NA
RI,2020-03-12,5,94,8,NA,NA,NA,NA,NA,NA,NA,ddc07b8ec93f55583d98d5fff9c8d922808f6f98,2020-03-12T20:00:00Z,NA,NA,107,99,99,44,0,0,0,0,0,2020-03-23,Late,Rhode Island,Democrat,Democrat,Democrat,Democrat,Appointed,FALSE,Northeast,1059361,-11,0.04672897196261682,0,0.14953271120000003,-0.13008130081300814,NA,NA
SC,2020-03-12,10,48,NA,NA,NA,NA,NA,NA,NA,NA,691f174c432862e793e830327356b4d500cea11b,2020-03-12T20:00:00Z,NA,NA,58,58,58,45,0,0,16,1,17,2020-03-16,Middle,South Carolina,Republican,Republican,Republican,Republican,Appointed,FALSE,South,5148714,-4,0.1724137931034483,0.1111111111111111,-0.21455938744444442,0.4146341463414634,NA,NA
SD,2020-03-12,8,27,11,NA,NA,NA,NA,NA,NA,NA,47b6b8df0ade463177dd058de543bf80295b9b74,2020-03-12T20:00:00Z,NA,NA,46,35,35,46,0,0,14,3,17,2020-03-16,Middle,South Dakota,Republican,Republican,Republican,Republican,Appointed,FALSE,North Central,884659,-4,0.17391304347826086,0.6,-0.30434782800000004,1.3,NA,NA
TN,2020-03-12,18,79,NA,NA,NA,NA,NA,NA,NA,NA,6e03cc4e5261258b7a5b8901327389775888ec5f,2020-03-12T20:00:00Z,NA,NA,97,97,97,47,0,0,29,11,40,2020-03-20,Late,Tennessee,Republican,Republican,Republican,Appointed,Appointed,FALSE,South,6829174,-8,0.18556701030927836,1.5714285714285714,0.511045652857143,0.7017543859649122,NA,NA
TX,2020-03-12,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,35761868039ccd3294dc3e7e548781c129b39185,2020-03-12T20:00:00Z,NA,NA,23,23,23,48,0,0,0,2,2,2020-03-23,Late,Texas,Republican,Republican,Republican,Republican,Appointed,FALSE,South,28995881,-11,1,0.09523809523809523,0,0.09523809523809523,NA,NA
UT,2020-03-12,4,131,NA,NA,NA,NA,NA,NA,NA,NA,f2f3cbbd89fcfd9045a7ece563a5d84bc969009a,2020-03-12T20:00:00Z,NA,NA,135,135,135,49,0,0,131,2,133,2020-03-16,Middle,Utah,Republican,Republican,Republican,Republican,Appointed,FALSE,West,3205958,-4,0.02962962962962963,1,-0.97037037,66.5,NA,NA
VA,2020-03-12,17,117,NA,NA,NA,NA,NA,NA,NA,NA,4d7e98639658d0746cb09b19b3fe2285f875af3b,2020-03-12T20:00:00Z,NA,NA,134,134,134,51,0,0,57,8,65,2020-03-16,Middle,Virginia,Democrat,Democrat,Democrat,Democrat,Appointed,FALSE,South,8535519,-4,0.12686567164179105,0.8888888888888888,-0.02736318133333321,0.9420289855072463,NA,NA
VT,2020-03-12,2,97,NA,NA,NA,NA,NA,NA,NA,NA,7279c174377b4d61c1a6e3f40530ad2505b9a9a8,2020-03-12T20:00:00Z,NA,NA,99,99,99,50,0,0,35,1,36,2020-03-18,Late,Vermont,Republican,Democrat,Democrat,Democrat,Appointed,FALSE,Northeast,623989,-6,0.020202020202020204,1,0.27272726000000014,0.5714285714285714,NA,NA
WA,2020-03-12,551,10571,NA,NA,NA,NA,NA,NA,NA,NA,f831d08b1cc85a0b4e785790c4f3e20a506ab0d5,2020-03-12T20:00:00Z,44,NA,11122,11122,11122,53,4,0,3594,70,3664,2020-03-17,Middle,Washington,Democrat,Democrat,Democrat,Democrat,Democrat,FALSE,West,7614893,-5,0.049541449379607985,0.14553014553014554,-0.2318500485613305,0.4912845266827568,NA,0.1
WI,2020-03-12,8,84,NA,NA,NA,NA,NA,NA,NA,NA,95e71f1997094b8460d58d94f2899a4b774e8a1d,2020-03-12T20:00:00Z,NA,NA,92,92,92,55,0,0,41,5,46,2020-03-18,Late,Wisconsin,Democrat,Republican,Republican,Democrat,Appointed,FALSE,North Central,5822434,-6,0.08695652173913043,1.6666666666666667,0.3333333373333333,1,NA,NA
WV,2020-03-12,0,7,1,NA,NA,NA,NA,NA,NA,NA,f0363560bc99a7f3bb66a17c11ced07c055ec423,2020-03-12T20:00:00Z,NA,NA,8,7,7,54,0,0,4,0,4,2020-03-16,Middle,West Virginia,Republican,Republican,Republican,Republican,Appointed,FALSE,South,1792147,-4,0,NaN,NaN,0.6,NA,NA
WY,2020-03-12,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,c8b2e0e377fc5c379d3775630a3ae430fb21861b,2020-03-12T20:00:00Z,NA,NA,1,1,1,56,0,0,0,1,1,2020-03-20,Late,Wyoming,Republican,Republican,Republican,Appointed,Appointed,FALSE,West,578759,-8,1,Inf,NaN,Inf,NA,NA
AK,2020-03-11,0,46,14,NA,NA,NA,NA,NA,NA,NA,38875040d04adb926bb80da9c4eeed89e944d306,2020-03-11T20:00:00Z,0,NA,60,46,46,02,0,0,23,0,23,2020-03-16,Early,Alaska,Republican,Republican,Republican,Appointed,Appointed,FALSE,West,731545,-5,0,NaN,NaN,0.875,NA,NaN
AL,2020-03-11,0,10,NA,NA,NA,NA,NA,NA,NA,NA,e4593577708b6182b9126434908df283def67838,2020-03-11T20:00:00Z,NA,NA,10,10,10,01,0,0,10,0,10,2020-03-19,Late,Alabama,Republican,Republican,Republican,Republican,Appointed,FALSE,South,4903185,-8,0,NaN,NaN,Inf,NA,NA
AR,2020-03-11,0,12,14,NA,NA,NA,NA,NA,NA,NA,655d51e087ae7e668a3932904fd2764bc1fe3a9a,2020-03-11T20:00:00Z,NA,NA,26,12,12,05,0,0,0,0,0,2020-03-17,Middle,Arkansas,Republican,Republican,Republican,Republican,Appointed,FALSE,South,3017804,-6,0,NaN,NaN,0.7333333333333333,NA,NA
AZ,2020-03-11,9,59,32,NA,NA,NA,NA,NA,NA,NA,fc3cab43e403773ab7bee5f42d8dd1ccc405c3d5,2020-03-11T20:00:00Z,NA,NA,100,68,68,04,0,0,8,3,11,2020-03-16,Early,Arizona,Republican,Republican,Republican,Republican,Appointed,FALSE,West,7278717,-5,0.09,0.5,0.26,0.19047619047619047,NA,NA
CA,2020-03-11,157,916,NA,NA,NA,NA,NA,NA,NA,NA,5b964b8b4ae1c9c7ef6daba3357363e3abc15fc2,2020-03-11T20:00:00Z,NA,NA,1073,1073,1073,06,0,0,226,24,250,2020-03-19,Late,California,Democrat,Democrat,Democrat,Democrat,Democrat,FALSE,West,39512223,-8,0.14631873252562907,0.18045112781954886,-0.0945840807593985,0.3037667071688943,NA,NA
CO,2020-03-11,28,251,NA,NA,NA,NA,NA,NA,NA,NA,9b7a26b306bf3d4ed340b3decc9409cfd98c94a7,2020-03-11T20:00:00Z,NA,NA,279,279,279,08,0,0,109,16,125,2020-03-23,Late,Colorado,Democrat,Democrat,Democrat,Democrat,Appointed,FALSE,West,5758736,-12,0.1003584229390681,1.3333333333333333,0.2962962970833333,0.8,NA,NA
CT,2020-03-11,3,71,NA,NA,NA,NA,NA,NA,NA,NA,c99636f2a99205c741fd1f78c991a31f4b2c23d5,2020-03-11T20:00:00Z,NA,NA,74,74,74,09,0,0,17,1,18,2020-03-17,Middle,Connecticut,Democrat,Democrat,Democrat,Democrat,Appointed,FALSE,Northeast,3565287,-6,0.04054054054054054,0.5,0.13513514800000004,0.32142857142857145,NA,NA
DE,2020-03-11,1,17,2,NA,NA,NA,NA,NA,NA,NA,9bc125877399e695097bfde306db2dc3cf015ec3,2020-03-11T20:00:00Z,NA,NA,20,18,18,10,0,0,0,1,1,2020-03-16,Early,Delaware,Democrat,Democrat,Democrat,Democrat,Democrat,FALSE,South,973764,-5,0.05,Inf,Inf,0,NA,NA
FL,2020-03-11,28,301,147,NA,NA,NA,NA,NA,NA,NA,3fdf9b7b837d64d12ac78cb3c27b3e075e5b91d0,2020-03-11T20:00:00Z,2,NA,476,329,329,12,2,0,79,9,88,2020-03-16,Early,Florida,Republican,Republican,Republican,Republican,Appointed,FALSE,South,21477737,-5,0.058823529411764705,0.47368421052631576,0.22600618336842113,0.20202020202020202,NA,NA
GA,2020-03-11,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,11817b5a695d27b1ffda2ebe492653bca8075308,2020-03-11T20:00:00Z,NA,NA,22,22,22,13,0,0,0,5,5,2020-03-18,Middle,Georgia,Republican,Republican,Republican,Republican,Appointed,FALSE,South,10617423,-7,1,0.29411764705882354,0,0.29411764705882354,NA,NA
HI,2020-03-11,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,ff1bcb7f451b4534cf4cb3660cd288cb0aecd55e,2020-03-11T20:00:00Z,NA,NA,2,2,2,15,0,0,0,0,0,2020-03-23,Late,Hawaii,Democrat,Democrat,Democrat,Appointed,Appointed,FALSE,West,1415872,-12,1,0,0,0,NA,NA
IA,2020-03-11,13,46,27,NA,NA,NA,NA,NA,NA,NA,77b0abb25053b84dfa901e4bc749840c4d626415,2020-03-11T20:00:00Z,NA,NA,86,59,59,19,0,0,14,5,19,2020-03-16,Early,Iowa,Republican,Republican,Republican,Democrat,Appointed,FALSE,North Central,3155070,-5,0.1511627906976744,0.625,-0.03633720737500005,0.6862745098039216,NA,NA
ID,2020-03-11,0,67,NA,NA,NA,NA,NA,NA,NA,NA,25d42d5a1f05b6d80d04134977322867c07531b1,2020-03-11T20:00:00Z,NA,NA,67,67,67,16,0,0,26,0,26,2020-03-23,Late,Idaho,Republican,Republican,Republican,Republican,Appointed,FALSE,West,1787065,-12,0,NaN,NaN,0.6341463414634146,NA,NA
IL,2020-03-11,19,244,63,NA,NA,NA,NA,NA,NA,NA,1f62279f30c95b7b5b306bd94b9172a3f9a3b94c,2020-03-11T20:00:00Z,NA,NA,326,263,263,17,0,0,0,0,0,2020-03-17,Middle,Illinois,Democrat,Democrat,Democrat,Democrat,Appointed,FALSE,North Central,12671821,-6,0.05828220858895705,0,7.052631662884361e-9,0,NA,NA
IN,2020-03-11,10,33,NA,NA,NA,NA,NA,NA,NA,NA,5733cad52da8fd692ae6386e05e95fa3faf2c337,2020-03-11T20:00:00Z,NA,NA,43,43,43,18,0,0,3,4,7,2020-03-19,Late,Indiana,Republican,Republican,Republican,Republican,Appointed,FALSE,North Central,6732219,-8,0.23255813953488372,0.6666666666666666,0.39534884000000003,0.19444444444444445,NA,NA
KS,2020-03-11,1,41,NA,NA,NA,NA,NA,NA,NA,NA,1b65c26cb311dbfa7aa49f1aab7df29d4100afd6,2020-03-11T20:00:00Z,NA,NA,42,42,42,20,0,0,24,0,24,2020-03-18,Middle,Kansas,Democrat,Republican,Republican,Republican,Republican,FALSE,North Central,2913314,-7,0.023809523809523808,0,-0.07142856400000003,0.07692307692307693,NA,NA
KY,2020-03-11,8,46,NA,NA,NA,NA,NA,NA,NA,NA,fc0fc1ddfd9df01dee163a7f07ef68f158f1dcc7,2020-03-11T20:00:00Z,NA,NA,54,54,54,21,0,0,18,2,20,2020-03-16,Early,Kentucky,Democrat,Republican,Republican,Republican,Appointed,FALSE,South,4467673,-5,0.14814814814814814,0.3333333333333333,-0.160493828,0.5882352941176471,NA,NA
